Product_ID,SKU,Product_Name,Brand,Brand_Tier,Category,Sub_Category,Item,Type,Variant,Flavour,Unit,Size,MRP,Selling_Price,Cost_Price,Discount_Percentage,Shelf_Life_Days,Storage_Type,GST_Percentage,Is_Perishable,Product_Status,Average_Rating,Launch_Status
P000620,HAL-CHI-FRI-300-4,Haldiram's Chips Extruded Snacks Fried Magic Masala 30.0 g,Haldiram's,Popular,Snacks,Munchies,Chips,Extruded Snacks,Fried,Magic Masala,g,30.0,19,17.31,12.26,8.9,180,Ambient,12,False,Available,4.4,Regular
P000621,HAL-CHI-BAK-1500-5,Haldiram's Chips Extruded Snacks Baked Cheese 150.0 g,Haldiram's,Popular,Snacks,Munchies,Chips,Extruded Snacks,Baked,Cheese,g,150.0,55,44.99,30.84,18.2,180,Ambient,12,False,Available,4.4,Regular
P000622,MAM-FAC-BRI-300,Mamaearth Face Serum Gel Brightening Hyaluronic Acid 30.0 ml,Mamaearth,Popular,Beauty & Personal Care,Skin Care,Face Serum,Gel,Brightening,Hyaluronic Acid,ml,30.0,685,617.72,411.18,9.8,730,Ambient,18,False,Out Of Stock,4.5,New Arrival
P000623,NAT-CHA-SEL-100,Nature Fresh Chakki Atta Multigrain Select 10.0 kg,Nature Fresh,Popular,Staples & Grocery,Atta,Chakki Atta,Multigrain,Select,Not Applicable,kg,10.0,399,384.53,254.31,3.6,90,Ambient,0,False,Available,4.6,Regular
P000624,BRU-COF-DEC-1000-1,Bru Coffee Powder Filter Decaf Hazelnut 100.0 g,Bru,Popular,Beverages,Coffee,Coffee Powder,Filter,Decaf,Hazelnut,g,100.0,319,271.96,189.09,14.7,365,Ambient,18,False,Available,4.3,Regular
P000625,REL-CHI-WIT-10,Relish Chicken Drumsticks With Skin 1.0 kg,Relish,Popular,Meat & Fish,Chicken,Chicken,Drumsticks,With Skin,Not Applicable,kg,1.0,459,433.59,292.58,5.5,3,Refrigerated,5,True,Available,4.6,Regular
P000626,MAM-FAC-HYD-300-2,Mamaearth Face Serum Gel Hydrating Salicylic Acid 30.0 ml,Mamaearth,Popular,Beauty & Personal Care,Skin Care,Face Serum,Gel,Hydrating,Salicylic Acid,ml,30.0,569,525.92,325.27,7.6,730,Ambient,18,False,Available,4.5,Regular
P000627,DOT-FAC-ANT-500-1,Dot & Key Face Serum Liquid Serum Anti-Acne Niacinamide 50.0 ml,Dot & Key,Premium,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Anti-Acne,Niacinamide,ml,50.0,725,671.86,400.47,7.3,730,Ambient,18,False,Available,4.7,Regular
P000628,HAL-CHI-FRI-900-2,Haldiram's Corn Chips Fried Cream & Onion 90.0 g,Haldiram's,Popular,Snacks,Munchies,Chips,Corn Chips,Fried,Cream & Onion,g,90.0,35,26.49,18.32,24.3,180,Ambient,12,False,Available,4.2,Regular
P000629,NAT-CHA-SHA-75,Nature Fresh Chakki Atta Maida Sharbati 7.5 kg,Nature Fresh,Popular,Staples & Grocery,Atta,Chakki Atta,Maida,Sharbati,Not Applicable,kg,7.5,439,430.55,314.93,1.9,90,Ambient,0,False,Available,4.5,Regular
P000630,BRU-COF-CLA-1000-1,Bru Coffee Powder Roast & Ground Classic Vanilla 100.0 g,Bru,Popular,Beverages,Coffee,Coffee Powder,Roast & Ground,Classic,Vanilla,g,100.0,285,258.76,198.24,9.2,365,Ambient,18,False,Available,4.4,Seasonal
P000631,MIN-FAC-HYD-500-2,Minimalist Face Serum Liquid Serum Hydrating Vitamin C 50.0 ml,Minimalist,Premium,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Hydrating,Vitamin C,ml,50.0,989,967.84,511.64,2.1,730,Ambient,18,False,Available,4.9,Regular
P000632,NIV-FAC-HYD-300-1,Nivea Face Serum Gel Hydrating Vitamin C 30.0 ml,Nivea,Popular,Beauty & Personal Care,Skin Care,Face Serum,Gel,Hydrating,Vitamin C,ml,30.0,719,649.29,406.79,9.7,730,Ambient,18,False,Available,4.2,Regular
P000633,COU-MIL-TON-10-1,Country Delight A2 Milk Toned Plain 1.0 L,Country Delight,Premium,"Dairy, Bread & Eggs",Milk,Milk,A2 Milk,Toned,Plain,L,1.0,75,62.46,46.25,16.7,2,Refrigerated,0,True,Available,4.7,Regular
P000634,DOT-FAC-BRI-300-2,Dot & Key Face Serum Liquid Serum Brightening Hyaluronic Acid 30.0 ml,Dot & Key,Premium,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Brightening,Hyaluronic Acid,ml,30.0,669,594.12,368.97,11.2,730,Ambient,18,False,Available,4.8,Regular
P000635,ACC-HEA-SMA-10,Accu-Chek Health Monitor Glucometer Smart Bluetooth 1.0 pc,Accu-Chek,Premium,Pharmacy,Medical Devices,Health Monitor,Glucometer,Smart Bluetooth,Not Applicable,pc,1.0,3425,2828.56,2025.63,17.4,1825,Ambient,18,False,Available,4.6,Regular
P000636,PAT-CHA-SEL-30,Patanjali Chakki Atta Multigrain Select 3.0 kg,Patanjali,Budget,Staples & Grocery,Atta,Chakki Atta,Multigrain,Select,Not Applicable,kg,3.0,169,158.87,122.32,6.0,90,Ambient,0,False,Low Stock,4.2,Regular
P000637,NES-COF-CLA-1000-4,Nescafé Coffee Powder Roast & Ground Classic Original 100.0 g,Nescafé,Popular,Beverages,Coffee,Coffee Powder,Roast & Ground,Classic,Original,g,100.0,229,214.88,158.21,6.2,365,Ambient,18,False,Available,4.4,Regular
P000638,PAT-CHA-SEL-100,Patanjali Chakki Atta Maida Select 10.0 kg,Patanjali,Budget,Staples & Grocery,Atta,Chakki Atta,Maida,Select,Not Applicable,kg,10.0,679,465.19,330.73,31.5,90,Ambient,0,False,Discontinued,4.2,Regular
P000639,ARI-DET-HAN-10,Ariel Detergent Powder Hand Wash Lemon 1.0 kg,Ariel,Premium,Household Essentials,Cleaning Essentials,Detergent,Powder,Hand Wash,Lemon,kg,1.0,219,197.72,147.61,9.7,730,Ambient,18,False,Available,4.8,Regular
P000640,ZES-APP-WAX-15,Zespri Apple Kashmiri Wax Free 1.5 kg,Zespri,Premium,Fruits & Vegetables,Fresh Fruits,Apple,Kashmiri,Wax Free,Not Applicable,kg,1.5,469,375.79,300.2,19.9,5,Refrigerated,0,True,Available,4.6,Regular
P000641,UNB-ONI-PRE-100,Unbranded Onion Sambhar Premium Grade 10.0 kg,Unbranded,Budget,Fruits & Vegetables,Fresh Vegetables,Onion,Sambhar,Premium Grade,Not Applicable,kg,10.0,405,359.55,288.02,11.2,4,Ambient,0,True,Available,3.9,Regular
P000642,DOT-FAC-HYD-500-3,Dot & Key Face Serum Gel Hydrating Vitamin C 50.0 ml,Dot & Key,Premium,Beauty & Personal Care,Skin Care,Face Serum,Gel,Hydrating,Vitamin C,ml,50.0,975,924.8,510.9,5.1,730,Ambient,18,False,Available,4.8,Regular
P000643,PAT-CHA-SEL-100-1,Patanjali Chakki Atta Wheat Select 10.0 kg,Patanjali,Budget,Staples & Grocery,Atta,Chakki Atta,Wheat,Select,Not Applicable,kg,10.0,559,501.6,387.8,10.3,90,Ambient,0,False,Available,4.1,Regular
P000644,BRU-COF-CLA-1000-2,Bru Coffee Powder Roast & Ground Classic Mocha 100.0 g,Bru,Popular,Beverages,Coffee,Coffee Powder,Roast & Ground,Classic,Mocha,g,100.0,215,211.75,149.6,1.5,365,Ambient,18,False,Available,4.5,Regular
P000645,MAM-FAC-HYD-300-3,Mamaearth Face Serum Gel Hydrating Niacinamide 30.0 ml,Mamaearth,Popular,Beauty & Personal Care,Skin Care,Face Serum,Gel,Hydrating,Niacinamide,ml,30.0,659,558.84,336.18,15.2,730,Ambient,18,False,Available,4.4,Regular
P000646,BIN-CHI-BAK-900-3,Bingo Corn Chips Baked Tomato 90.0 g,Bingo,Budget,Snacks,Munchies,Chips,Corn Chips,Baked,Tomato,g,90.0,35,29.76,21.55,15.0,180,Ambient,12,False,Available,4.1,Regular
P000647,MEI-CHI-WIT-10-2,Meister Chicken Mince With Skin 1.0 kg,Meister,Popular,Meat & Fish,Chicken,Chicken,Mince,With Skin,Not Applicable,kg,1.0,499,460.56,367.23,7.7,3,Refrigerated,5,True,Available,4.5,Regular
P000648,FAR-APP-WAX-70,Farm Fresh Apple Royal Gala Wax Free 7.0 pc,Farm Fresh,Popular,Fruits & Vegetables,Fresh Fruits,Apple,Royal Gala,Wax Free,Not Applicable,pc,7.0,479,433.97,363.7,9.4,5,Refrigerated,0,True,Available,4.4,Regular
P000649,AAS-CHA-SHA-20,Aashirvaad Chakki Atta Wheat Sharbati 2.0 kg,Aashirvaad,Premium,Staples & Grocery,Atta,Chakki Atta,Wheat,Sharbati,Not Applicable,kg,2.0,149,127.51,101.32,14.4,90,Ambient,0,False,Available,4.6,Regular
P000650,NIV-FAC-HYD-500-2,Nivea Face Serum Liquid Serum Hydrating Salicylic Acid 50.0 ml,Nivea,Popular,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Hydrating,Salicylic Acid,ml,50.0,859,825.53,431.8,3.9,730,Ambient,18,False,Available,4.3,Regular
P000651,PAT-CHA-SEL-50-2,Patanjali Chakki Atta Wheat Select 5.0 kg,Patanjali,Budget,Staples & Grocery,Atta,Chakki Atta,Wheat,Select,Not Applicable,kg,5.0,279,274.64,203.68,1.6,90,Ambient,0,False,Available,4.2,Regular
P000652,MAM-FAC-HYD-500-2,Mamaearth Face Serum Gel Hydrating Salicylic Acid 50.0 ml,Mamaearth,Popular,Beauty & Personal Care,Skin Care,Face Serum,Gel,Hydrating,Salicylic Acid,ml,50.0,825,702.03,413.67,14.9,730,Ambient,18,False,Discontinued,4.4,New Arrival
P000653,HUG-DIA-PRE-740,Huggies Diapers Taped Premium Care 74.0 pack,Huggies,Popular,Baby Care,Baby Diapers & Wipes,Diapers,Taped,Premium Care,Not Applicable,pack,74.0,1919,1619.2,1257.4,15.6,1095,Ambient,12,False,Available,4.2,Regular
P000654,REL-CHI-WIT-10-1,Relish Chicken Boneless With Skin 1.0 kg,Relish,Popular,Meat & Fish,Chicken,Chicken,Boneless,With Skin,Not Applicable,kg,1.0,349,293.47,218.15,15.9,3,Refrigerated,5,True,Available,4.5,Regular
P000655,LAY-CHI-FRI-1500-3,Lay's Corn Chips Fried Cream & Onion 150.0 g,Lay's,Popular,Snacks,Munchies,Chips,Corn Chips,Fried,Cream & Onion,g,150.0,105,91.51,72.36,12.8,180,Ambient,12,False,Available,4.4,Regular
P000656,AMU-FRI-VEG-7500-2,Amul Fries & Bites French Fries Veg Classic 750.0 g,Amul,Popular,Frozen Foods,Frozen Snacks,Fries & Bites,French Fries,Veg,Classic,g,750.0,239,206.34,140.02,13.7,180,Frozen,18,True,Available,4.4,Regular
P000657,AMU-MIL-SKI-5000,Amul Cow Milk Skimmed Plain 500.0 ml,Amul,Popular,"Dairy, Bread & Eggs",Milk,Milk,Cow Milk,Skimmed,Plain,ml,500.0,39,35.83,26.62,8.1,2,Refrigerated,0,True,Available,4.4,Regular
P000658,NIV-FAC-BRI-300-1,Nivea Face Serum Gel Brightening Vitamin C 30.0 ml,Nivea,Popular,Beauty & Personal Care,Skin Care,Face Serum,Gel,Brightening,Vitamin C,ml,30.0,795,682.75,470.22,14.1,730,Ambient,18,False,Available,4.3,Regular
P000659,MEI-CHI-ANT-10,Meister Chicken Boneless Antibiotic Free 1.0 kg,Meister,Popular,Meat & Fish,Chicken,Chicken,Boneless,Antibiotic Free,Not Applicable,kg,1.0,339,316.76,249.37,6.6,3,Refrigerated,5,True,Low Stock,4.5,Regular
P000660,BEV-COF-CLA-500-1,Bevzilla Coffee Powder Instant Classic Mocha 50.0 g,Bevzilla,Premium,Beverages,Coffee,Coffee Powder,Instant,Classic,Mocha,g,50.0,139,131.25,101.66,5.6,365,Ambient,18,False,Available,4.7,Regular
P000661,NIV-FAC-BRI-500-1,Nivea Face Serum Gel Brightening Salicylic Acid 50.0 ml,Nivea,Popular,Beauty & Personal Care,Skin Care,Face Serum,Gel,Brightening,Salicylic Acid,ml,50.0,615,594.77,366.08,3.3,730,Ambient,18,False,Available,4.4,Regular
P000662,DOT-FAC-HYD-300-1,Dot & Key Face Serum Liquid Serum Hydrating Salicylic Acid 30.0 ml,Dot & Key,Premium,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Hydrating,Salicylic Acid,ml,30.0,565,536.17,324.95,5.1,730,Ambient,18,False,Available,4.5,Regular
P000663,SUR-DET-FRO-10-1,Surf Excel Detergent Pods Front Load Lemon 1.0 L,Surf Excel,Premium,Household Essentials,Cleaning Essentials,Detergent,Pods,Front Load,Lemon,L,1.0,235,198.1,148.9,15.7,730,Ambient,18,False,Available,4.5,Regular
P000664,BIN-CHI-BAK-300-6,Bingo Chips Nachos Baked Cheese 30.0 g,Bingo,Budget,Snacks,Munchies,Chips,Nachos,Baked,Cheese,g,30.0,15,12.46,9.58,16.9,180,Ambient,12,False,Available,4.0,Regular
P000665,AKS-EGG-FRE-60,Akshayakalpa Table Eggs Free Range 6.0 pc,Akshayakalpa,Premium,"Dairy, Bread & Eggs",Eggs,Eggs,Table Eggs,Free Range,Not Applicable,pc,6.0,69,57.5,44.56,16.7,21,Refrigerated,0,True,Available,4.6,Regular
P000666,NES-COF-CLA-75,Nescafé Coffee Powder Roast & Ground Classic Hazelnut 75 g,Nescafé,Popular,Beverages,Coffee,Coffee Powder,Roast & Ground,Classic,Hazelnut,g,75.0,219,192.68,135.78,12.0,365,Ambient,18,False,Low Stock,4.6,Regular
P000667,BRU-COF-GOL-75,Bru Coffee Powder Roast & Ground Gold Original 75 g,Bru,Popular,Beverages,Coffee,Coffee Powder,Roast & Ground,Gold,Original,g,75.0,129,123.52,94.85,4.3,365,Ambient,18,False,Available,4.3,Regular
P000668,NAT-CHA-SHA-10-1,Nature Fresh Chakki Atta Multigrain Sharbati 1.0 kg,Nature Fresh,Popular,Staples & Grocery,Atta,Chakki Atta,Multigrain,Sharbati,Not Applicable,kg,1.0,55,50.67,34.42,7.9,90,Ambient,0,False,Available,4.4,Regular
P000669,KUR-CHI-FRI-300-1,Kurkure Chips Nachos Fried Tomato 30.0 g,Kurkure,Popular,Snacks,Munchies,Chips,Nachos,Fried,Tomato,g,30.0,20,18.28,13.04,8.6,180,Ambient,12,False,Available,4.4,Regular
P000670,MEI-CHI-ANT-10-1,Meister Chicken Mince Antibiotic Free 1.0 kg,Meister,Popular,Meat & Fish,Chicken,Chicken,Mince,Antibiotic Free,Not Applicable,kg,1.0,355,299.39,215.66,15.7,3,Refrigerated,5,True,Available,4.4,Regular
P000671,HUG-DIA-PRE-330-1,Huggies Diapers Taped Premium Care 33.0 pack,Huggies,Popular,Baby Care,Baby Diapers & Wipes,Diapers,Taped,Premium Care,Not Applicable,pack,33.0,1259,1254.17,848.37,0.4,1095,Ambient,12,False,Available,4.4,New Arrival
P000672,UNB-ONI-PRE-50-1,Unbranded Onion White Premium Grade 5.0 kg,Unbranded,Budget,Fruits & Vegetables,Fresh Vegetables,Onion,White,Premium Grade,Not Applicable,kg,5.0,179,173.06,141.68,3.3,4,Ambient,0,True,Available,4.0,Regular
P000673,BRU-COF-DEC-500-2,Bru Coffee Powder Roast & Ground Decaf Original 50.0 g,Bru,Popular,Beverages,Coffee,Coffee Powder,Roast & Ground,Decaf,Original,g,50.0,99,91.5,63.98,7.6,365,Ambient,18,False,Available,4.4,Regular
P000674,FAR-ONI-PRE-62,Farm Fresh Onion Sambhar Premium Grade 6.2 kg,Farm Fresh,Popular,Fruits & Vegetables,Fresh Vegetables,Onion,Sambhar,Premium Grade,Not Applicable,kg,6.2,329,275.44,219.91,16.3,4,Ambient,0,True,Low Stock,4.3,Regular
P000675,HAL-CHI-BAK-900-3,Haldiram's Potato Chips Baked Cheese 90.0 g,Haldiram's,Popular,Snacks,Munchies,Chips,Potato Chips,Baked,Cheese,g,90.0,39,27.33,18.49,29.9,180,Ambient,12,False,Available,4.6,Regular
P000676,PAT-CHA-SHA-75,Patanjali Chakki Atta Wheat Sharbati 7.5 kg,Patanjali,Budget,Staples & Grocery,Atta,Chakki Atta,Wheat,Sharbati,Not Applicable,kg,7.5,379,347.96,236.15,8.2,90,Ambient,0,False,Available,4.2,Seasonal
P000677,SUR-DET-FRO-10-2,Surf Excel Detergent Liquid Front Load Lavender 1.0 L,Surf Excel,Premium,Household Essentials,Cleaning Essentials,Detergent,Liquid,Front Load,Lavender,L,1.0,335,302.59,209.09,9.7,730,Ambient,18,False,Available,4.5,Regular
P000678,KUR-CHI-FRI-1500-2,Kurkure Potato Chips Fried Magic Masala 150.0 g,Kurkure,Popular,Snacks,Munchies,Chips,Potato Chips,Fried,Magic Masala,g,150.0,65,55.49,42.39,14.6,180,Ambient,12,False,Available,4.5,Seasonal
P000679,AMU-FRI-CHI-4000-2,Amul Fries & Bites Aloo Tikki Chicken Classic 400.0 g,Amul,Popular,Frozen Foods,Frozen Snacks,Fries & Bites,Aloo Tikki,Chicken,Classic,g,400.0,195,159.04,117.44,18.4,180,Frozen,18,True,Available,4.5,Regular
P000680,GAR-FAC-HYD-300-4,Garnier Face Serum Gel Hydrating Hyaluronic Acid 30.0 ml,Garnier,Budget,Beauty & Personal Care,Skin Care,Face Serum,Gel,Hydrating,Hyaluronic Acid,ml,30.0,759,734.94,390.11,3.2,730,Ambient,18,False,Available,3.9,Regular
P000681,LAY-CHI-FRI-300-4,Lay's Potato Chips Fried Tomato 30.0 g,Lay's,Popular,Snacks,Munchies,Chips,Potato Chips,Fried,Tomato,g,30.0,13,10.09,7.03,22.4,180,Ambient,12,False,Available,4.3,Regular
P000682,SUR-DET-TOP-10-1,Surf Excel Detergent Liquid Top Load Lavender 1.0 L,Surf Excel,Premium,Household Essentials,Cleaning Essentials,Detergent,Liquid,Top Load,Lavender,L,1.0,219,217.36,172.98,0.7,730,Ambient,18,False,Available,4.8,Regular
P000683,PAM-DIA-PRE-740,Pampers Diapers Pant Style Premium Care 74.0 pack,Pampers,Premium,Baby Care,Baby Diapers & Wipes,Diapers,Pant Style,Premium Care,Not Applicable,pack,74.0,1779,1735.83,1130.56,2.4,1095,Ambient,12,False,Available,4.7,Regular
P000684,FOR-CHA-SEL-100-2,Fortune Chakki Atta Besan Select 10.0 kg,Fortune,Popular,Staples & Grocery,Atta,Chakki Atta,Besan,Select,Not Applicable,kg,10.0,689,682.04,517.73,1.0,90,Ambient,0,False,Available,4.2,Regular
P000685,MEI-CHI-ANT-2500,Meister Chicken Wings Antibiotic Free 250.0 g,Meister,Popular,Meat & Fish,Chicken,Chicken,Wings,Antibiotic Free,Not Applicable,g,250.0,135,133.13,95.51,1.4,3,Refrigerated,5,True,Low Stock,4.5,Regular
P000686,UNB-TOM-ORG-10,Unbranded Tomato Cherry Organic 1.0 kg,Unbranded,Budget,Fruits & Vegetables,Fresh Vegetables,Tomato,Cherry,Organic,Not Applicable,kg,1.0,27,22.35,17.25,17.2,4,Ambient,0,True,Available,3.8,Regular
P000687,NES-COF-GOL-500-3,Nescafé Coffee Powder Instant Gold Mocha 50.0 g,Nescafé,Popular,Beverages,Coffee,Coffee Powder,Instant,Gold,Mocha,g,50.0,139,120.74,91.2,13.1,365,Ambient,18,False,Available,4.2,Regular
P000688,MIL-MIL-SKI-5000,Milky Mist Buffalo Milk Skimmed Plain 500.0 ml,Milky Mist,Popular,"Dairy, Bread & Eggs",Milk,Milk,Buffalo Milk,Skimmed,Plain,ml,500.0,45,40.73,28.48,9.5,2,Refrigerated,0,True,Available,4.6,Regular
P000689,SYS-BAT-AA-20,Syska Batteries Rechargeable AA 2.0 pack,Syska,Popular,Household Essentials,Electronics,Batteries,Rechargeable,AA,Not Applicable,pack,2.0,55,52.69,35.49,4.2,3650,Ambient,18,False,Available,4.3,Regular
P000690,DOT-FAC-BRI-90,Dot & Key Face Serum Gel Brightening Vitamin C 90 ml,Dot & Key,Premium,Beauty & Personal Care,Skin Care,Face Serum,Gel,Brightening,Vitamin C,ml,90.0,1879,1738.05,1174.7,7.5,730,Ambient,18,False,Available,4.8,Regular
P000691,KUR-CHI-ROA-900-2,Kurkure Potato Chips Roasted Cheese 90.0 g,Kurkure,Popular,Snacks,Munchies,Chips,Potato Chips,Roasted,Cheese,g,90.0,39,32.08,23.14,17.8,180,Ambient,12,False,Available,4.4,Regular
P000692,MEI-CHI-SKI-10,Meister Chicken Curry Cut Skinless 1.0 kg,Meister,Popular,Meat & Fish,Chicken,Chicken,Curry Cut,Skinless,Not Applicable,kg,1.0,305,216.56,148.13,29.0,3,Refrigerated,5,True,Available,4.3,Regular
P000693,MIN-FAC-ANT-500-1,Minimalist Face Serum Gel Anti-Acne Salicylic Acid 50.0 ml,Minimalist,Premium,Beauty & Personal Care,Skin Care,Face Serum,Gel,Anti-Acne,Salicylic Acid,ml,50.0,929,848.31,457.1,8.7,730,Ambient,18,False,Available,4.8,Seasonal
P000694,NES-COF-DEC-125,Nescafé Coffee Powder Instant Decaf Hazelnut 125 g,Nescafé,Popular,Beverages,Coffee,Coffee Powder,Instant,Decaf,Hazelnut,g,125.0,419,367.97,288.48,12.2,365,Ambient,18,False,Available,4.3,Regular
P000695,MEI-CHI-WIT-5000-1,Meister Chicken Drumsticks With Skin 500.0 g,Meister,Popular,Meat & Fish,Chicken,Chicken,Drumsticks,With Skin,Not Applicable,g,500.0,195,181.27,121.55,7.0,3,Refrigerated,5,True,Available,4.2,Regular
P000696,AAS-CHA-SHA-50-1,Aashirvaad Chakki Atta Multigrain Sharbati 5.0 kg,Aashirvaad,Premium,Staples & Grocery,Atta,Chakki Atta,Multigrain,Sharbati,Not Applicable,kg,5.0,299,273.59,214.24,8.5,90,Ambient,0,False,Available,4.7,Regular
P000697,THE-FAC-HYD-300-4,The Derma Co Face Serum Gel Hydrating Niacinamide 30.0 ml,The Derma Co,Premium,Beauty & Personal Care,Skin Care,Face Serum,Gel,Hydrating,Niacinamide,ml,30.0,589,515.59,332.27,12.5,730,Ambient,18,False,Available,4.8,Regular
P000698,ARI-DET-TOP-10-4,Ariel Detergent Powder Top Load Lavender 1.0 L,Ariel,Premium,Household Essentials,Cleaning Essentials,Detergent,Powder,Top Load,Lavender,L,1.0,205,149.39,111.27,27.1,730,Ambient,18,False,Available,4.6,Regular
P000699,ABH-EGG-FRE-60,Abhi Eggs Country Eggs Free Range 6.0 pc,Abhi Eggs,Budget,"Dairy, Bread & Eggs",Eggs,Eggs,Country Eggs,Free Range,Not Applicable,pc,6.0,69,62.43,49.62,9.5,21,Refrigerated,0,True,Available,4.2,Regular
P000700,KUR-CHI-ROA-1500-2,Kurkure Potato Chips Roasted Tomato 150.0 g,Kurkure,Popular,Snacks,Munchies,Chips,Potato Chips,Roasted,Tomato,g,150.0,105,93.93,62.22,10.5,180,Ambient,12,False,Available,4.5,Regular
P000701,EVE-BAT-BUT-20-1,Eveready Batteries Rechargeable Button Cell 2.0 pack,Eveready,Budget,Household Essentials,Electronics,Batteries,Rechargeable,Button Cell,Not Applicable,pack,2.0,45,33.4,23.52,25.8,3650,Ambient,18,False,Available,4.2,Regular
P000702,HUG-DIA-ALO-720,Huggies Diapers Pant Style Aloe Vera Enriched 72.0 pack,Huggies,Popular,Baby Care,Baby Diapers & Wipes,Diapers,Pant Style,Aloe Vera Enriched,Not Applicable,pack,72.0,1155,960.35,691.22,16.9,1095,Ambient,12,False,Available,4.3,Regular
P000703,AMU-MIL-DOU-10,Amul A2 Milk Double Toned Plain 1.0 L,Amul,Popular,"Dairy, Bread & Eggs",Milk,Milk,A2 Milk,Double Toned,Plain,L,1.0,65,51.92,34.05,20.1,2,Refrigerated,0,True,Available,4.6,Regular
P000704,AAS-CHA-GLU-150-1,Aashirvaad Chakki Atta Maida Gluten Free 15.0 kg,Aashirvaad,Premium,Staples & Grocery,Atta,Chakki Atta,Maida,Gluten Free,Not Applicable,kg,15.0,1099,829.6,547.16,24.5,90,Ambient,0,False,Available,4.8,Regular
P000705,KUR-CHI-ROA-300,Kurkure Potato Chips Roasted Classic Salted 30.0 g,Kurkure,Popular,Snacks,Munchies,Chips,Potato Chips,Roasted,Classic Salted,g,30.0,13,12.44,9.65,4.3,180,Ambient,12,False,Available,4.4,Regular
P000706,PAT-CHA-GLU-15,Patanjali Chakki Atta Multigrain Gluten Free 1.5 kg,Patanjali,Budget,Staples & Grocery,Atta,Chakki Atta,Multigrain,Gluten Free,Not Applicable,kg,1.5,85,81.55,57.36,4.1,90,Ambient,0,False,Available,4.2,Regular
P000707,AAS-CHA-SEL-30-1,Aashirvaad Chakki Atta Besan Select 3.0 kg,Aashirvaad,Premium,Staples & Grocery,Atta,Chakki Atta,Besan,Select,Not Applicable,kg,3.0,165,164.34,112.26,0.4,90,Ambient,0,False,Available,4.7,Regular
P000708,FOR-CHA-SHA-12,Fortune Chakki Atta Wheat Sharbati 1.2 kg,Fortune,Popular,Staples & Grocery,Atta,Chakki Atta,Wheat,Sharbati,Not Applicable,kg,1.2,89,80.43,60.33,9.6,90,Ambient,0,False,Low Stock,4.4,Regular
P000709,MAM-FAC-HYD-500-3,Mamaearth Face Serum Liquid Serum Hydrating Hyaluronic Acid 50.0 ml,Mamaearth,Popular,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Hydrating,Hyaluronic Acid,ml,50.0,965,757.47,505.94,21.5,730,Ambient,18,False,Available,4.3,Regular
P000710,BIN-CHI-BAK-1500-4,Bingo Chips Extruded Snacks Baked Cheese 150.0 g,Bingo,Budget,Snacks,Munchies,Chips,Extruded Snacks,Baked,Cheese,g,150.0,55,53.84,37.18,2.1,180,Ambient,12,False,Available,4.1,Regular
P000711,SUR-DET-HAN-10-2,Surf Excel Detergent Pods Hand Wash Lemon 1.0 kg,Surf Excel,Premium,Household Essentials,Cleaning Essentials,Detergent,Pods,Hand Wash,Lemon,kg,1.0,155,149.61,102.59,3.5,730,Ambient,18,False,Available,4.8,Regular
P000712,BRU-COF-DEC-150-1,Bru Coffee Powder Filter Decaf Hazelnut 150 g,Bru,Popular,Beverages,Coffee,Coffee Powder,Filter,Decaf,Hazelnut,g,150.0,279,258.86,182.19,7.2,365,Ambient,18,False,Available,4.2,Regular
P000713,PUM-BAS-CAN-30,Puma Basic Wear T-Shirts Canvas 3.0 pack,Puma,Premium,Fashion & Lifestyle,Apparel & Accessories,Basic Wear,T-Shirts,Canvas,Not Applicable,pack,3.0,379,373.21,266.33,1.5,3650,Ambient,12,False,Available,4.5,Regular
P000714,BIN-CHI-ROA-900-2,Bingo Chips Nachos Roasted Tomato 90.0 g,Bingo,Budget,Snacks,Munchies,Chips,Nachos,Roasted,Tomato,g,90.0,35,24.25,16.61,30.7,180,Ambient,12,False,Available,4.1,Regular
P000715,MEI-CHI-WIT-2500-1,Meister Chicken Boneless With Skin 250.0 g,Meister,Popular,Meat & Fish,Chicken,Chicken,Boneless,With Skin,Not Applicable,g,250.0,89,74.81,55.24,15.9,3,Refrigerated,5,True,Available,4.6,Regular
P000716,AMU-MIL-FUL-5000,Amul A2 Milk Full Cream Plain 500.0 ml,Amul,Popular,"Dairy, Bread & Eggs",Milk,Milk,A2 Milk,Full Cream,Plain,ml,500.0,29,23.57,18.38,18.7,2,Refrigerated,0,True,Available,4.3,Regular
P000717,UNB-ONI-REG-50-1,Unbranded Onion Sambhar Regular 5.0 kg,Unbranded,Budget,Fruits & Vegetables,Fresh Vegetables,Onion,Sambhar,Regular,Not Applicable,kg,5.0,219,204.46,168.03,6.6,4,Ambient,0,True,Available,3.8,Regular
P000718,MEI-CHI-ANT-2500-1,Meister Chicken Mince Antibiotic Free 250.0 g,Meister,Popular,Meat & Fish,Chicken,Chicken,Mince,Antibiotic Free,Not Applicable,g,250.0,105,102.93,76.52,2.0,3,Refrigerated,5,True,Available,4.5,Regular
